feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,feat_20,feat_21,feat_22,feat_23,feat_24,feat_25,feat_26,feat_27,feat_28,feat_29,feat_30,feat_31,feat_32,feat_33,feat_34,feat_35,feat_36,feat_37,feat_38,feat_39,feat_40,feat_41,feat_42,feat_43,feat_44,feat_45,feat_46,feat_47,feat_48,feat_49,feat_50,feat_51,feat_52,feat_53,feat_54,feat_55,feat_56,feat_57,feat_58,feat_59,feat_60,feat_61,feat_62,feat_63,feat_64,feat_65,feat_66,feat_67,feat_68,feat_69,feat_70,feat_71,feat_72,feat_73,feat_74,feat_75,feat_76,feat_77,is_right_hand,timestamp,session_id,label
0.0,0.0,0.0,-0.2166856336921889,-0.07548767128080298,-0.10989267809477486,-0.39151945950739986,-0.24557524042169002,-0.20548722952304915,-0.40561097218196523,-0.3786153996233455,-0.2928391778202693,-0.2663989528382246,-0.4566986086158,-0.3708196557703119,-0.21542734503925484,-0.9076691602705739,-0.16220075740827328,-0.27634110888347174,-1.0502201130434379,-0.2975337992131585,-0.30827818104904375,-1.213089787084595,-0.4090969501972138,-0.31391966084488615,-1.3942465387699974,-0.5032618993590416,0.014347435790416372,-0.9839784259986921,-0.17770933643277204,-0.16234183261471427,-0.5617710428673739,-0.30541206735289694,-0.16992431659774002,-0.34235937098580793,-0.3299589152373065,-0.11411733603946253,-0.34657854790962916,-0.33988355273593285,0.20689809786276844,-0.8552859130627435,-0.20836622176213407,0.0038022862926433477,-0.37724082844356643,-0.28364927197529705,-0.018494761283894542,-0.2510054820901633,-0.2030930598880438,0.02637963061511328,-0.3110847029960843,-0.1502840993027301,0.3535265558346076,-0.6434221958549217,-0.26346428830747487,0.14741222251413288,-0.2701268487807248,-0.33756031417284305,0.13521118952272873,-0.17934497851604475,-0.3030817198143668,0.1903054952931156,-0.2475421415908345,-0.2621846251234736,0.9480481458832618,0.5139328268606288,0.6457934950822305,1.5151704536729709,0.4986584860165225,0.34648937624808157,0.4077181269618402,122.46935138635044,162.86446887216738,144.86448333543274,102.42253517312056,81.10864017697882,0.27378816945540213,-0.23178765478327173,0.9334422967470088,1.0,1784744132.9889815,session_001,3
0.0,0.0,0.0,-0.21633758398543637,-0.08124223308406262,-0.09888899594004363,-0.3809508466334263,-0.26678265175377613,-0.18327556422202826,-0.4051129336400395,-0.41180654150433804,-0.26076738331628513,-0.29108822260665396,-0.5156811904353523,-0.3304742313450993,-0.19657064674125393,-0.9253048511873093,-0.14581405581960127,-0.2515121179328996,-1.0828841948864005,-0.2754014699645199,-0.2877658677292038,-1.2564423541121978,-0.38899693338983526,-0.30050061474552686,-1.4383119571349614,-0.4853635307568951,0.029817227446569335,-0.9860044452008258,-0.16403099399690077,-0.15166637686412587,-0.5776326254414945,-0.2947544711298377,-0.20299704372490127,-0.36272123631350817,-0.3282306910062488,-0.18179749065940845,-0.33639256792431343,-0.344336289699179,0.20987463689981456,-0.8522597193514683,-0.19602758301373535,0.004379591273076693,-0.4036805647788776,-0.27516985221526785,-0.04067483037432488,-0.276303953318127,-0.20218754086719543,-0.014573612281876721,-0.3102775200635506,-0.1535746704404005,0.3429856630081822,-0.6390565535704916,-0.25085267423541163,0.14765401533183328,-0.29638576475161665,-0.3263919183507508,0.11717814516927795,-0.20517078695178864,-0.29443916476027077,0.1554359765704664,-0.25951980074723996,-0.255543527905624,0.935589022946914,0.5202087353511552,0.678139116326626,1.5474558677030639,0.51456561075199,0.346510763227648,0.39599667226727314,129.01815628093084,167.97585403590284,162.97602316202378,117.93681836582275,100.29762712983728,0.29263152940303544,-0.20920245260726023,0.9330600847867985,1.0,1784744133.0872266,session_001,3
0.0,0.0,0.0,-0.21368717428113587,-0.09827203195513244,-0.09408191618957717,-0.371936170779848,-0.2830131510303877,-0.1773309337760799,-0.39819493420055246,-0.4288369929783654,-0.25692935127340755,-0.291459483154165,-0.5453068893968156,-0.32817495728145657,-0.18003488003281767,-0.9290318472386202,-0.13469228295058333,-0.23424596945080509,-1.0917312664666747,-0.2641333082993442,-0.2753620951929311,-1.2582288744654933,-0.375644231118896,-0.29683992511336676,-1.4357463559897705,-0.468829991567421,0.03323659273953857,-0.9871197254777692,-0.15649273617570789,-0.16454505581518475,-0.565741926102039,-0.2934384034093506,-0.22023734121395594,-0.3643759199695587,-0.33329763013128,-0.19732957621516967,-0.34749594889784474,-0.3522586412795718,0.20245859565291338,-0.8553938521965956,-0.19170433825613664,-0.013716685192515357,-0.39587940600778465,-0.2784706470730462,-0.04712536810450821,-0.27051647531578227,-0.2120744902536075,-0.009267727060385289,-0.30796109994601495,-0.16521908097902646,0.3245884279985939,-0.6437920202463489,-0.24903981018986887,0.1233371486477498,-0.28712988969484365,-0.3298239716928252,0.11168847471911054,-0.20488348043753865,-0.3022094184276467,0.16696042071792958,-0.2715531660426097,-0.2642231674408119,0.9014961073082945,0.5377543498105928,0.7000050260753916,1.539247576211287,0.5327086882206841,0.34960445444012767,0.4140420102918646,132.9255289229542,170.49147986101642,163.95058559631244,113.62199660712982,75.27063009016197,0.3210233578766332,-0.1965291556432498,0.9264557704929914,1.0,1784744133.194527,session_001,3
0.0,0.0,0.0,-0.21278223220366693,-0.10133324358115099,-0.09426816835003893,-0.37223342438077384,-0.29308430864495766,-0.17560445418124027,-0.39578388946592963,-0.4393350100193859,-0.25147566383565895,-0.2864027134398987,-0.5603992787208905,-0.31846984894167774,-0.1827376038010089,-0.9267192634202528,-0.14184486151177614,-0.2449601410031209,-1.0761987397166786,-0.2762881874722239,-0.27932685659296774,-1.2424726465795144,-0.3927698313886359,-0.29003108441712694,-1.4258957224971114,-0.490496253810161,0.03565206673594998,-0.9863485483100515,-0.16076526796578078,-0.16778257594999935,-0.5493900194419497,-0.29730914042286904,-0.21325287294590164,-0.3510310710667674,-0.3329956383723158,-0.1839046279598835,-0.34851298548814436,-0.34993258264106925,0.20766410505936503,-0.8521817480330001,-0.19365194147651676,-0.014714494303200765,-0.36891032733166174,-0.2769025542834744,-0.0391672026659739,-0.25475703360963853,-0.2039881705518453,0.00528688858510323,-0.3091753240680277,-0.15405615203725787,0.3289543589086093,-0.6379294000023528,-0.24925804818221262,0.11876998601061088,-0.2659372365893911,-0.33268994011586434,0.11001597121571169,-0.18914156703808288,-0.30564691942995853,0.16928324341712483,-0.26869779550249884,-0.26774388180248715,0.8824343280024916,0.5434266926925074,0.7053346089208766,1.5355400406259474,0.5270057168881296,0.345471605467089,0.41538188219082023,133.51394872930274,165.02256829767657,160.30923085224592,101.00699217073277,61.57003318979363,0.3096896908442207,-0.20323991750490641,0.9288626547113463,1.0,1784744133.2813923,session_001,3
0.0,0.0,0.0,-0.21712619100648312,-0.08623084964881948,-0.10550756693274105,-0.3835150494235749,-0.2737750371083365,-0.19453749784561186,-0.405704668918577,-0.4320399280144815,-0.27676201482391083,-0.2868295878905598,-0.562516865471609,-0.3489447602684725,-0.19194366208470176,-0.921605156070259,-0.14965984580633218,-0.24617459243953538,-1.0845807063857777,-0.2870327334562319,-0.2796638600636181,-1.251070051556097,-0.4027005291614711,-0.289821250583428,-1.4324314362041155,-0.499759481005878,0.03401264651992621,-0.9854730902104454,-0.1663908902187435,-0.146412440960921,-0.5697194966223167,-0.3045061455759563,-0.18604137440318122,-0.37470961715686807,-0.33819274000980465,-0.15647857055844472,-0.38629227388374876,-0.35321644466777835,0.21233648866715107,-0.8532764079964658,-0.19881466787412622,0.0025488228076761873,-0.38653389091570317,-0.28483312081703066,-0.02966353994474639,-0.2666978273890767,-0.20766463970980395,0.008077339662674859,-0.3227981105700841,-0.15413971918460345,0.338598717464706,-0.6410493825667017,-0.2551928168755508,0.13585858905740872,-0.2745846661101487,-0.33917887536506863,0.11777296825068116,-0.18928013975721233,-0.3100391195046868,0.16836867186778134,-0.2624843654634152,-0.2707208409847034,0.8828960246877833,0.5507666822678208,0.7214283624506971,1.5445438535602645,0.5463232748932055,0.3578029019361789,0.412959835241537,134.32258197552872,168.1856481197022,160.35401155551583,103.28125211532199,76.04411511887484,0.29780352789742565,-0.2131331140647963,0.9305306735733593,1.0,1784744133.414582,session_001,3
0.0,0.0,0.0,-0.21707177345272188,-0.08735410802405107,-0.10403809659799022,-0.3926910150463805,-0.2833244727673694,-0.19039088705392876,-0.404890111682175,-0.44719329842751737,-0.2700894892872919,-0.2655422081235874,-0.5519686893343214,-0.3395309953954482,-0.19268600212748624,-0.9272627685128015,-0.14081222843914698,-0.25036606782474324,-1.0811555290565547,-0.2701374380002159,-0.287847800312487,-1.2409561672859728,-0.37896564417913764,-0.30451432573480897,-1.4166320529550027,-0.47175640335393815,0.02870985085084515,-0.9871293452071794,-0.15732577759212713,-0.15735301791994913,-0.5821488017555518,-0.2858122573354162,-0.18561095836245853,-0.3858293803197037,-0.3160841058304664,-0.14465530435753018,-0.39693335816498476,-0.3296628769928643,0.20473330257884254,-0.8538426061522572,-0.18950063721364832,-0.0029941859490172787,-0.398892795982766,-0.2702118765137385,-0.027372255667513834,-0.2831195106525387,-0.19544660369231903,0.016500568219040872,-0.342987329541552,-0.1439339411949146,0.3319484426951626,-0.641526450641461,-0.2452089363113684,0.1296858652460062,-0.28947557216263314,-0.32387210720644605,0.11374180022359648,-0.20681571766552215,-0.2946599438999363,0.16570851591508265,-0.278253337388068,-0.25645225733986843,0.8755827298712112,0.5174933406256028,0.7003309183056414,1.5238534877548675,0.5358720559705592,0.37232990264750093,0.4131004627316354,127.79378489173538,167.98974715505196,152.2169401553971,99.11454370040906,74.31449504427276,0.29641846852415843,-0.2033050493819244,0.9331683387329458,1.0,1784744133.4943435,session_001,3
0.0,0.0,0.0,-0.21625162683762303,-0.09018333175255519,-0.10912359303714972,-0.3834952908511845,-0.2968194406399157,-0.19728899111584655,-0.37770303254143106,-0.45343689724187974,-0.2777487082880045,-0.23505788382584455,-0.5509093154032682,-0.3471968802199421,-0.16457725968442255,-0.9362107272785214,-0.14043114579471447,-0.23243063997188568,-1.072536572562982,-0.26821531509221996,-0.27587257729503656,-1.2260823014462048,-0.3756968825726194,-0.2945082243149577,-1.3944686032737779,-0.4668233083166128,0.059325126740448236,-0.9858951436611072,-0.15649694898838892,-0.12998808404974682,-0.558020807810011,-0.2842082536119328,-0.16991106606181328,-0.3778379740514464,-0.3123544086454871,-0.13409319933964098,-0.39771852509444827,-0.323455467997365,0.23364760785980607,-0.8422031381663443,-0.18916581152865594,0.013462473419702125,-0.37078360106391534,-0.2693262753243981,-0.01843884692490801,-0.26541673042196123,-0.1878579264865755,0.024908556512298625,-0.33114222527145576,-0.13085120276657017,0.35933801683087524,-0.6227944786258297,-0.24675933439127773,0.14738780651860311,-0.2614388243189577,-0.3261441339342098,0.1307363733843976,-0.18639488238505703,-0.2923015639831819,0.18654977827732974,-0.26393511753935267,-0.2492119462217625,0.8540708971953328,0.519334437789725,0.692314203365237,1.4997339033619055,0.5298909803816615,0.35692806951921835,0.4081288524295623,131.36695859105367,164.63471646015535,158.26933451836217,93.81957465788413,65.4335895812317,0.3049969987064347,-0.19348881890266864,0.932490701154557,1.0,1784744133.600439,session_001,3
0.0,0.0,0.0,-0.21756382791256235,-0.08667680199660345,-0.10452103350016434,-0.39427982622847946,-0.2837589377880999,-0.1903156326338223,-0.40575587769097904,-0.43055218358575376,-0.2678411520928806,-0.28476500078667627,-0.5434857055073233,-0.33386692524059086,-0.17535540383055018,-0.936963041602041,-0.14181034088611166,-0.24549609019708318,-1.0511207051829243,-0.2704300986062931,-0.2990340326166801,-1.1931523620036895,-0.3785214506253183,-0.3344852144081565,-1.359008928114299,-0.4697595263915547,0.04210024526496094,-0.9864265763939725,-0.15871414156368235,-0.15689296767412447,-0.5556958977600842,-0.28384848228937626,-0.18871204568310612,-0.3716480801185206,-0.3113463390116758,-0.1520455732264384,-0.39276851898208437,-0.3233750551523095,0.210088671654323,-0.8469806391616792,-0.1915075665089685,-0.014106271882531324,-0.3733902507949409,-0.26773792122740475,-0.03395241345342128,-0.2652989602411527,-0.1859542591810955,0.012555872745429058,-0.33062618097080204,-0.13059302733859907,0.3292508348285645,-0.6303075654631546,-0.24874041481692497,0.11705661001690817,-0.2667901068898246,-0.3276962457063731,0.10470627702387643,-0.18843028903687725,-0.29529493824027914,0.16117832399503987,-0.2654221365760223,-0.25359244989000157,0.8282614474315507,0.5316284310277206,0.6985234008488441,1.4762993050149635,0.5309956611271842,0.3557047374905162,0.4009195597019976,133.22491509091353,162.97705210372047,154.2970755399237,92.83057931607753,66.52366057512634,0.31780950373134126,-0.19976208241601376,0.9268722834171148,1.0,1784744133.6891243,session_001,3
0.0,0.0,0.0,-0.2257011999817149,-0.08528292015531551,-0.10249558706856612,-0.40754405714140524,-0.27301970842373346,-0.18854664973940546,-0.4304986372322109,-0.4063662127985534,-0.26631051040864073,-0.31130906835535505,-0.5089390550877015,-0.3338955261514338,-0.2003331791572501,-0.9377452846656632,-0.14508401998416603,-0.2811862941577996,-1.0469127663878743,-0.26898708855822584,-0.3281203672934707,-1.1871624994648757,-0.3765183345483677,-0.3496804708958748,-1.3533334832849542,-0.4687357760927934,0.02551723427025537,-0.9865601412343225,-0.16139379939424767,-0.16962272210260254,-0.5496235139008419,-0.2781004794604635,-0.1965929284978153,-0.3668910769123436,-0.30637509517486833,-0.1557582647874173,-0.38423007589379504,-0.32231050870756467,0.20272778231303537,-0.8433809169350639,-0.19205455994410947,-0.02576807149141826,-0.36058767634772554,-0.25831437686976083,-0.047404268993918156,-0.2574246725728177,-0.17897970077385214,2.354697234236622e-05,-0.3240105530996942,-0.1287882680632002,0.3286678963661474,-0.6240401259773223,-0.2469928531446886,0.11265986951488428,-0.25812662021148697,-0.3176839624023065,0.09952065894784393,-0.18493370710820936,-0.2843478630171934,0.15445425824538375,-0.2619315630791466,-0.24459493482306038,0.8559533912005608,0.5347174703767775,0.6836801300445877,1.4742798840435494,0.525145172589702,0.34866783199077656,0.39024472292180173,127.32725821798684,158.67358284490652,152.02943086184385,92.47369031532742,64.57498818660333,0.3028333935103457,-0.20857168900902076,0.9299407434449425,1.0,1784744133.781936,session_001,3
0.0,0.0,0.0,-0.21833316611191825,-0.08193136616518995,-0.10742800723803442,-0.3987023542936951,-0.28621396047719455,-0.19145017974462894,-0.4075282653294342,-0.4424471360646889,-0.26659658793823415,-0.27466230168773803,-0.5485734620107323,-0.3302729182588186,-0.1803545135657107,-0.9426769408626686,-0.13563031863591116,-0.25637499412390224,-1.0609411640738975,-0.2521176386013122,-0.30537602439195877,-1.2012563607864795,-0.3512564067122216,-0.3311369398126887,-1.3601948888985822,-0.4374349549781944,0.045143098576486906,-0.9876867242830287,-0.14978997071224048,-0.16247710036250326,-0.5478437107643224,-0.26748887921175013,-0.19623468665007962,-0.35779449914729317,-0.2945787800951181,-0.156388129584261,-0.36683804220096294,-0.30779392475877226,0.22118874690947551,-0.8421866623752653,-0.17954432484599017,-0.013146217494546641,-0.3676874288766583,-0.25276862260237537,-0.03506636306283517,-0.25624938935926794,-0.17669774468688876,0.012944006259600726,-0.3128217753505578,-0.12607375473540214,0.34991995093279415,-0.6230167944252682,-0.23323372395060757,0.12842826025435905,-0.267593365023042,-0.3069680734313017,0.1098579067060602,-0.18452409430695713,-0.274509999013078,0.16174933889454293,-0.2488546264734413,-0.23446079544827755,0.8206110086080118,0.5380208762576132,0.69674415944882,1.4666734975893965,0.5037504306689056,0.3375197802568106,0.37823714565375083,129.83718340257857,162.50704436371646,153.50064746776516,98.15057561121023,79.97712602430163,0.2873581331428403,-0.19004742258049162,0.9387796762218352,1.0,1784744133.8749213,session_001,3
